Rate,K,Dist,Plan,Policy,Scenario,Run,Accepted,% Accepted,Avg D Time,Max D Time,P80 D Time,P90 D Time,P95 D Time
0.2,2,CTI,myo,10,2,8,29,0.241667,0.754558,2.942,2.287,2.652,2.788
0.2,2,CTI,myo,10,2,9,30,0.25,0.822217,2.962,2.321,2.65,2.797
0.2,2,CTI,myo,10,2,10,29,0.241667,0.764983,2.927,2.265,2.61,2.764
0.2,2,CTI,myo,10,2,13,30,0.25,0.790758,2.958,2.272,2.631,2.78
0.2,2,CTI,myo,10,2,14,29,0.241667,0.755942,3.024,2.25,2.628,2.767
0.2,2,CTI,myo,10,2,11,29,0.241667,0.770483,2.971,2.294,2.639,2.749
0.2,2,CTI,myo,10,2,15,29,0.241667,0.737958,2.934,2.275,2.617,2.757
0.2,3,CTD,pb,10,2,1,57,0.548077,2.42484,5.823,4.573,5.236,5.414
0.2,3,CTD,pb,10,2,2,54,0.519231,2.5695,5.873,4.511,5.22,5.448
0.2,3,CTD,pb,10,2,3,55,0.528846,2.45267,5.905,4.551,5.312,5.477
0.2,3,CTD,pb,10,2,4,55,0.528846,2.56183,5.844,4.529,5.259,5.397
0.2,3,CTD,pb,10,2,9,56,0.538462,2.51517,5.91,4.454,5.237,5.457
0.2,3,CTD,pb,10,2,5,55,0.528846,2.57456,5.904,4.568,5.35,5.475
0.2,3,CTD,pb,10,2,6,55,0.528846,2.43727,5.827,4.455,5.21,5.426
0.2,3,CTD,pb,10,2,7,55,0.528846,2.51502,5.851,4.535,5.248,5.438
0.2,3,CTD,pb,10,2,8,57,0.548077,2.47932,5.913,4.551,5.276,5.469
0.2,3,CTD,pb,10,2,10,56,0.538462,2.5646,5.869,4.589,5.266,5.432
0.2,3,CTD,pb,10,2,11,56,0.538462,2.48631,5.832,4.587,5.289,5.416
0.2,3,CTD,pb,10,2,12,54,0.519231,2.45735,5.923,4.504,5.196,5.474
0.2,3,CTD,pb,10,2,14,55,0.528846,2.56466,5.907,4.575,5.255,5.475
0.2,3,CTD,pb,10,2,13,56,0.538462,2.5374,5.925,4.549,5.189,5.42
0.2,3,CTD,pb,10,2,15,56,0.538462,2.54584,5.853,4.591,5.29,5.435
0.2,3,CTI,myo,10,2,1,60,0.5,2.38068,5.862,4.937,5.557,5.659
0.2,3,CTI,myo,10,2,2,59,0.491667,2.34539,5.839,4.953,5.524,5.627
0.2,3,CTI,myo,10,2,3,59,0.491667,2.36268,5.759,4.967,5.518,5.7
0.2,3,CTI,myo,10,2,4,60,0.5,2.4327,5.86,5.015,5.474,5.65
0.2,3,CTI,myo,10,2,5,57,0.475,2.28811,5.744,4.969,5.51,5.584
0.2,3,CTI,myo,10,2,6,58,0.483333,2.32521,5.705,4.931,5.432,5.584
0.2,3,CTI,myo,10,2,7,59,0.491667,2.37053,5.824,5.023,5.481,5.638
0.2,3,CTI,myo,10,2,8,61,0.508333,2.45925,5.829,5.01,5.508,5.634
0.2,3,CTI,myo,10,2,9,59,0.491667,2.38993,5.801,5.06,5.505,5.627
0.2,3,CTI,myo,10,2,10,59,0.491667,2.34364,5.837,4.963,5.488,5.621
0.2,3,CTI,myo,10,2,11,58,0.483333,2.40858,5.773,4.966,5.483,5.668
0.2,3,CTI,myo,10,2,12,59,0.491667,2.32067,5.772,4.895,5.497,5.582
0.2,3,CTI,myo,10,2,14,59,0.491667,2.3472,5.808,5.087,5.514,5.65
0.2,3,CTI,myo,10,2,15,59,0.491667,2.42014,5.812,5.112,5.495,5.644
0.2,3,CTI,myo,10,2,13,58,0.483333,2.37025,5.821,4.955,5.488,5.551
0.2,3,CTI,pb,10,2,1,65,0.541667,2.42612,5.763,4.803,5.355,5.515
0.2,3,CTI,pb,10,2,2,62,0.516667,2.36147,5.944,4.834,5.318,5.572
0.2,3,CTI,pb,10,2,3,63,0.525,2.43799,5.88,4.86,5.373,5.575
0.2,3,CTI,pb,10,2,4,62,0.516667,2.38682,5.896,4.87,5.348,5.595
0.2,3,CTI,pb,10,2,5,62,0.516667,2.48311,5.889,4.855,5.363,5.527
0.2,3,CTI,pb,10,2,6,64,0.533333,2.37009,5.856,4.829,5.273,5.504
0.2,3,CTI,pb,10,2,7,65,0.541667,2.43031,5.918,4.89,5.4,5.566
0.2,3,CTI,pb,10,2,8,62,0.516667,2.44505,5.931,4.854,5.348,5.513
0.2,3,CTI,pb,10,2,9,62,0.516667,2.31868,5.998,4.828,5.351,5.601
0.2,3,CTI,pb,10,2,10,61,0.508333,2.33318,5.84,4.87,5.328,5.516
0.2,3,CTI,pb,10,2,11,65,0.541667,2.45048,5.898,4.841,5.308,5.552
0.2,3,CTI,pb,10,2,12,65,0.541667,2.39194,5.875,4.874,5.332,5.534
0.2,3,CTI,pb,10,2,13,64,0.533333,2.39893,5.91,4.823,5.305,5.55
0.2,3,CTI,pb,10,2,14,63,0.525,2.45165,5.98,4.917,5.273,5.513
0.2,3,CTI,pb,10,2,15,63,0.525,2.41233,5.91,4.843,5.356,5.538
0.2,2,UTI,myo,10,2,1,26,0.288889,0.745022,2.954,2.059,2.428,2.634
0.2,2,UTI,myo,10,2,2,28,0.311111,0.805633,2.986,2.102,2.446,2.658
0.2,2,UTI,myo,10,2,3,29,0.322222,0.833311,2.944,2.085,2.411,2.628
0.2,2,UTI,myo,10,2,4,29,0.322222,0.789489,2.928,2.041,2.446,2.658
0.2,2,UTI,myo,10,2,5,28,0.311111,0.704867,2.973,2.046,2.395,2.666
0.2,2,UTI,myo,10,2,6,27,0.3,0.720322,2.932,2.033,2.419,2.639
0.2,2,UTI,myo,10,2,7,26,0.288889,0.752989,2.929,1.997,2.43,2.616
0.2,2,UTI,pb,10,2,1,28,0.311111,0.771022,2.95,2.031,2.429,2.682
0.2,2,UTI,myo,10,2,8,28,0.311111,0.715056,2.951,2.043,2.444,2.621
0.2,2,UTI,pb,10,2,2,28,0.311111,0.802167,2.945,2.071,2.416,2.644
0.2,2,UTI,pb,10,2,3,28,0.311111,0.774856,2.932,2.06,2.447,2.642
0.2,2,UTI,pb,10,2,4,28,0.311111,0.768578,2.967,2.049,2.438,2.646
0.2,2,UTI,pb,10,2,5,27,0.3,0.759111,2.989,2.065,2.418,2.652
0.2,2,UTI,myo,10,2,9,28,0.311111,0.795889,2.993,2.06,2.443,2.626
0.2,2,UTI,pb,10,2,6,28,0.311111,0.835656,2.986,2.052,2.429,2.638
0.2,2,UTI,pb,10,2,7,27,0.3,0.7807,2.976,2.05,2.438,2.648
0.2,2,UTI,myo,10,2,11,28,0.311111,0.764978,2.988,2.066,2.466,2.647
0.2,2,UTI,pb,10,2,8,28,0.311111,0.864978,2.941,2.096,2.417,2.677
0.2,2,UTI,myo,10,2,12,29,0.322222,0.8117,2.994,2.027,2.438,2.615
0.2,2,UTI,pb,10,2,9,27,0.3,0.721511,2.931,2.034,2.417,2.635
0.2,2,UTI,myo,10,2,14,28,0.311111,0.872156,2.952,2.112,2.436,2.634
0.2,2,UTI,pb,10,2,10,28,0.311111,0.730933,3.002,2.025,2.437,2.674
0.2,2,UTI,myo,10,2,10,28,0.311111,0.7667,3,2.072,2.447,2.638
0.2,2,UTI,myo,10,2,15,28,0.311111,0.772222,2.955,2.072,2.453,2.622
0.2,2,UTI,pb,10,2,11,27,0.3,0.699644,2.949,2.052,2.444,2.609
0.2,2,UTI,myo,10,2,13,28,0.311111,0.833356,2.979,2.052,2.43,2.637
0.2,2,UTI,pb,10,2,12,26,0.288889,0.759333,2.92,2.074,2.463,2.667
0.2,2,UTI,pb,10,2,13,29,0.322222,0.841356,2.985,2.039,2.458,2.619
0.2,2,UTI,pb,10,2,14,27,0.3,0.717178,3,2.042,2.433,2.676
0.2,2,UTI,pb,10,2,15,28,0.311111,0.749578,2.959,1.992,2.424,2.648
0.2,3,UTI,myo,10,2,1,53,0.588889,2.30118,5.789,4.399,4.873,5.196
0.2,3,UTI,myo,10,2,2,52,0.577778,2.38971,5.772,4.308,5.004,5.208
0.2,3,UTI,myo,10,2,3,53,0.588889,2.33826,5.792,4.332,4.944,5.216
0.2,3,UTI,myo,10,2,8,50,0.555556,2.31127,5.745,4.567,5.202,5.4
0.2,3,UTI,myo,10,2,4,49,0.544444,2.24067,5.953,4.297,4.881,5.209
0.2,3,UTI,myo,10,2,10,50,0.555556,2.2702,5.722,4.492,5.157,5.423
0.2,3,UTI,myo,10,2,5,51,0.566667,2.27223,5.825,4.319,4.915,5.204
0.2,3,UTI,myo,10,2,6,53,0.588889,2.27957,5.801,4.351,4.932,5.212
0.2,3,UTI,myo,10,2,7,48,0.533333,2.108,5.756,4.178,4.868,5.098
0.2,3,UTI,myo,10,2,9,52,0.577778,2.21884,5.72,4.258,4.934,5.219
0.2,3,UTI,myo,10,2,11,50,0.555556,2.21544,5.701,4.345,4.89,5.157
0.2,3,UTI,myo,10,2,12,53,0.588889,2.32806,5.873,4.258,4.922,5.221
0.2,3,UTI,myo,10,2,13,53,0.588889,2.34227,5.898,4.297,4.937,5.231
0.2,3,UTI,myo,10,2,14,48,0.533333,1.99423,5.766,4.208,4.738,5.086
0.2,3,UTI,myo,10,2,15,51,0.566667,2.20451,5.783,4.23,4.806,5.173
0.2,2,CTI,pb,10,2,1,30,0.25,0.784033,2.938,2.261,2.628,2.787
0.2,2,CTI,pb,10,2,2,30,0.25,0.839192,2.945,2.315,2.628,2.753
0.2,2,CTI,pb,10,2,3,30,0.25,0.811508,2.925,2.236,2.624,2.789
0.2,2,CTI,pb,10,2,8,29,0.241667,0.794908,2.943,2.313,2.624,2.768
0.2,2,CTI,pb,10,2,4,29,0.241667,0.757875,2.931,2.282,2.599,2.789
0.2,2,CTI,pb,10,2,5,29,0.241667,0.779525,2.931,2.31,2.611,2.757
0.2,2,CTI,pb,10,2,14,29,0.241667,0.834975,2.98,2.332,2.65,2.747
0.2,2,CTI,pb,10,2,6,28,0.233333,0.750333,2.917,2.303,2.64,2.767
0.2,2,CTI,pb,10,2,7,30,0.25,0.816358,2.938,2.336,2.636,2.748
0.2,2,CTI,pb,10,2,9,30,0.25,0.83905,2.982,2.328,2.614,2.785
0.2,2,CTI,pb,10,2,10,29,0.241667,0.789767,2.908,2.274,2.609,2.79
0.2,2,CTI,pb,10,2,11,30,0.25,0.829475,2.902,2.317,2.644,2.751
0.2,2,CTI,pb,10,2,13,30,0.25,0.842217,2.912,2.357,2.642,2.773
0.2,2,CTI,pb,10,2,12,29,0.241667,0.770483,2.936,2.276,2.608,2.781
0.2,2,CTI,pb,10,2,15,28,0.233333,0.734425,2.935,2.305,2.635,2.769
0.2,3,UTI,pb,10,2,1,56,0.622222,2.31821,6.007,4.321,5.056,5.372
0.2,3,UTI,pb,10,2,4,55,0.611111,2.30764,6.104,4.313,5.006,5.322
0.2,3,UTI,pb,10,2,2,56,0.622222,2.39746,5.888,4.391,5.018,5.286
0.2,3,UTI,pb,10,2,3,56,0.622222,2.35546,5.896,4.308,5.007,5.318
0.2,3,UTI,pb,10,2,5,56,0.622222,2.34844,6.12,4.447,5.041,5.391
0.2,3,UTI,pb,10,2,10,55,0.611111,2.38852,5.969,4.408,5.025,5.484
0.2,3,UTI,pb,10,2,6,57,0.633333,2.37516,5.962,4.381,5.022,5.361
0.2,3,UTI,pb,10,2,7,55,0.611111,2.43477,5.911,4.411,5.026,5.364
0.2,3,UTI,pb,10,2,8,55,0.611111,2.38477,6.083,4.44,5.109,5.444
0.2,3,UTI,pb,10,2,9,55,0.611111,2.41473,6.02,4.415,5.018,5.422
0.2,3,UTI,pb,10,2,11,56,0.622222,2.35852,5.922,4.399,5.042,5.368
0.2,3,UTI,pb,10,2,12,55,0.611111,2.38389,5.932,4.358,5.046,5.357
0.2,3,UTI,pb,10,2,14,54,0.6,2.38999,5.93,4.443,5.03,5.444
0.2,3,UTI,pb,10,2,15,56,0.622222,2.36952,5.969,4.423,5.072,5.373
0.2,3,UTI,pb,10,2,13,54,0.6,2.38136,5.924,4.408,5.043,5.327
0.2,2,CTD,myo,10,3,2,26,0.25,0.777087,2.816,2.131,2.423,2.545
0.2,2,CTD,myo,10,3,1,26,0.25,0.719231,2.854,2.124,2.4,2.531
0.2,2,CTD,myo,10,3,3,26,0.25,0.742288,2.831,2.161,2.357,2.554
0.2,2,CTD,myo,10,3,8,25,0.240385,0.698913,2.88,2.128,2.383,2.51
0.2,2,CTD,myo,10,3,4,26,0.25,0.72299,2.859,2.108,2.373,2.526
0.2,2,CTD,myo,10,3,5,26,0.25,0.725173,2.841,2.098,2.395,2.558
0.2,2,CTD,myo,10,3,6,25,0.240385,0.706702,2.846,2.067,2.41,2.535
0.2,2,CTD,myo,10,3,7,25,0.240385,0.700385,2.797,2.119,2.362,2.563
0.2,2,CTD,myo,10,3,9,25,0.240385,0.772394,2.849,2.119,2.372,2.538
0.2,2,CTD,myo,10,3,10,26,0.25,0.725471,2.844,2.101,2.394,2.571
0.2,2,CTD,myo,10,3,11,26,0.25,0.722442,2.806,2.087,2.411,2.525
0.2,2,CTD,myo,10,3,12,26,0.25,0.696606,2.846,2.085,2.392,2.52
0.2,2,CTD,myo,10,3,13,25,0.240385,0.705019,2.858,2.137,2.382,2.519
0.2,2,CTD,myo,10,3,14,25,0.240385,0.746538,2.813,2.105,2.393,2.537
0.2,2,CTD,myo,10,3,15,27,0.259615,0.787567,2.827,2.115,2.377,2.542
0.2,2,CTD,pb,10,3,2,26,0.25,0.711288,2.82,2.111,2.394,2.53
0.2,2,CTD,pb,10,3,1,25,0.240385,0.76451,2.842,2.099,2.406,2.586
0.2,2,CTD,pb,10,3,3,27,0.259615,0.817808,2.886,2.16,2.392,2.55
0.2,2,CTD,pb,10,3,4,25,0.240385,0.763173,2.827,2.097,2.379,2.548
0.2,2,CTD,pb,10,3,5,27,0.259615,0.794654,2.831,2.092,2.368,2.571
0.2,2,CTD,pb,10,3,6,25,0.240385,0.716452,2.875,2.104,2.408,2.541
0.2,2,CTD,pb,10,3,7,27,0.259615,0.791202,2.858,2.09,2.406,2.556
0.2,2,CTD,pb,10,3,8,26,0.25,0.723519,2.835,2.102,2.39,2.541
0.2,2,CTD,pb,10,3,9,26,0.25,0.713317,2.815,2.095,2.394,2.558
0.2,2,CTD,pb,10,3,10,26,0.25,0.72374,2.876,2.132,2.384,2.534
0.2,2,CTD,pb,10,3,11,26,0.25,0.781269,2.804,2.128,2.395,2.555
0.2,2,CTD,pb,10,3,12,27,0.259615,0.766615,2.822,2.127,2.395,2.542
0.2,2,CTD,pb,10,3,13,26,0.25,0.712558,2.838,2.136,2.388,2.523
0.2,2,CTD,pb,10,3,14,27,0.259615,0.793596,2.848,2.121,2.418,2.538
0.2,2,CTD,pb,10,3,15,25,0.240385,0.71026,2.845,2.088,2.408,2.554
0.2,3,CTD,myo,10,3,1,56,0.538462,2.31376,5.496,4.429,4.836,5.129
0.2,3,CTD,myo,10,3,2,57,0.548077,2.37291,5.55,4.359,4.886,5.173
0.2,3,CTD,myo,10,3,3,59,0.567308,2.42313,5.478,4.38,4.793,5.137
0.2,3,CTD,myo,10,3,4,58,0.557692,2.40192,5.481,4.424,4.856,5.16
0.2,3,CTD,myo,10,3,5,57,0.548077,2.34297,5.445,4.359,4.855,5.223
0.2,3,CTD,myo,10,3,11,57,0.548077,2.34329,5.507,4.389,4.881,5.177
0.2,3,CTD,myo,10,3,13,54,0.519231,2.34304,5.468,4.428,4.855,5.119
0.2,3,CTD,myo,10,3,6,56,0.538462,2.29954,5.587,4.421,4.896,5.122
0.2,3,CTD,myo,10,3,7,56,0.538462,2.28336,5.556,4.432,4.924,5.185
0.2,3,CTD,myo,10,3,8,57,0.548077,2.31294,5.419,4.362,4.851,5.089
0.2,3,CTD,myo,10,3,9,58,0.557692,2.36989,5.499,4.388,4.873,5.17
0.2,3,CTD,myo,10,3,10,56,0.538462,2.33962,5.493,4.433,4.886,5.135
0.2,3,CTD,myo,10,3,12,58,0.557692,2.27476,5.428,4.427,4.821,5.116
0.2,3,CTD,myo,10,3,14,55,0.528846,2.27833,5.532,4.428,4.9,5.15
0.2,3,CTD,myo,10,3,15,57,0.548077,2.30484,5.415,4.422,4.868,5.15
0.2,3,CTD,pb,10,3,2,57,0.548077,2.3257,5.663,4.514,5.017,5.235
0.2,3,CTD,pb,10,3,1,59,0.567308,2.54282,5.63,4.433,4.929,5.182
0.2,3,CTD,pb,10,3,3,58,0.557692,2.42934,5.706,4.528,4.965,5.215
0.2,3,CTD,pb,10,3,4,57,0.548077,2.51815,5.707,4.464,4.942,5.233
0.2,3,CTD,pb,10,3,5,56,0.538462,2.37043,5.76,4.585,5.11,5.2
0.2,3,CTD,pb,10,3,6,56,0.538462,2.47916,5.691,4.512,5.032,5.239
0.2,3,CTD,pb,10,3,7,58,0.557692,2.4212,5.665,4.503,4.95,5.166
0.2,3,CTD,pb,10,3,8,58,0.557692,2.40015,5.76,4.457,4.917,5.23
0.2,3,CTD,pb,10,3,9,59,0.567308,2.48774,5.731,4.414,4.891,5.108
0.2,3,CTD,pb,10,3,10,59,0.567308,2.39818,5.732,4.385,4.965,5.175
0.2,3,CTD,pb,10,3,11,55,0.528846,2.40099,5.699,4.541,4.993,5.224
0.2,3,CTD,pb,10,3,12,57,0.548077,2.442,5.77,4.565,4.937,5.131
0.2,3,CTD,pb,10,3,13,56,0.538462,2.35627,5.626,4.515,4.881,5.143
0.2,3,CTD,pb,10,3,14,57,0.548077,2.35899,5.849,4.481,4.985,5.167
0.2,3,CTD,pb,10,3,15,57,0.548077,2.46779,5.816,4.529,5,5.201
0.2,2,CTI,myo,10,3,1,32,0.256,0.841024,2.948,2.344,2.604,2.73
0.2,2,CTI,myo,10,3,2,32,0.256,0.833616,2.925,2.332,2.62,2.71
0.2,2,CTI,myo,10,3,3,30,0.24,0.790736,2.895,2.327,2.638,2.728
0.2,2,CTI,myo,10,3,4,32,0.256,0.816856,2.904,2.268,2.6,2.734
0.2,2,CTI,myo,10,3,5,31,0.248,0.7964,2.908,2.302,2.598,2.713
0.2,2,CTI,myo,10,3,6,31,0.248,0.798608,2.969,2.295,2.611,2.72
0.2,2,CTI,myo,10,3,7,32,0.256,0.867128,2.95,2.314,2.601,2.714
0.2,2,CTI,myo,10,3,8,33,0.264,0.902496,2.913,2.34,2.606,2.742
0.2,2,CTI,myo,10,3,9,32,0.256,0.881504,2.927,2.329,2.594,2.747
0.2,2,CTI,myo,10,3,10,32,0.256,0.88004,2.95,2.312,2.613,2.725
0.2,2,CTI,myo,10,3,12,33,0.264,0.892784,2.947,2.328,2.628,2.728
0.2,2,CTI,myo,10,3,11,32,0.256,0.882824,2.962,2.354,2.609,2.72
0.2,2,CTI,myo,10,3,13,31,0.248,0.849168,2.924,2.375,2.599,2.76
0.2,2,CTI,myo,10,3,14,30,0.24,0.829368,2.939,2.306,2.605,2.72
0.2,2,CTI,myo,10,3,15,31,0.248,0.86832,2.927,2.377,2.667,2.771
0.2,2,CTI,pb,10,3,1,33,0.264,0.996264,3.436,2.685,3.057,3.18
0.2,2,CTI,pb,10,3,2,31,0.248,0.993096,3.482,2.776,3.137,3.245
0.2,2,CTI,pb,10,3,3,32,0.256,0.980664,3.53,2.71,3.06,3.226
0.2,2,CTI,pb,10,3,4,32,0.256,0.956952,3.397,2.729,3.061,3.173
0.2,2,CTI,pb,10,3,5,31,0.248,0.941576,3.452,2.747,3.115,3.239
0.2,2,CTI,pb,10,3,6,31,0.248,0.941816,3.412,2.686,3.026,3.156
0.2,2,CTI,pb,10,3,13,31,0.248,0.918464,3.446,2.66,3.049,3.186
0.2,2,CTI,pb,10,3,7,32,0.256,1.01714,3.438,2.728,3.111,3.196
0.2,2,CTI,pb,10,3,8,32,0.256,1.0299,3.443,2.778,3.055,3.197
0.2,2,CTI,pb,10,3,10,32,0.256,1.01022,3.468,2.73,3.116,3.223
0.2,2,CTI,pb,10,3,9,33,0.264,1.07678,3.406,2.742,3.071,3.216
0.2,2,CTI,pb,10,3,11,32,0.256,1.05418,3.463,2.727,3.083,3.211
0.2,2,CTI,pb,10,3,15,33,0.264,1.07802,3.474,2.764,3.11,3.205
0.2,2,CTI,pb,10,3,12,31,0.248,0.912752,3.454,2.666,3.033,3.163
0.2,2,CTI,pb,10,3,14,32,0.256,1.01197,3.36,2.694,3.038,3.142
0.2,3,CTI,myo,10,3,2,64,0.512,2.75106,5.921,5.122,5.432,5.636
0.2,3,CTI,myo,10,3,1,64,0.512,2.60342,5.873,5.093,5.464,5.643
0.2,3,CTI,myo,10,3,3,65,0.52,2.73791,5.847,5.062,5.471,5.591
0.2,3,CTI,myo,10,3,4,65,0.52,2.71916,5.884,5.12,5.504,5.617
0.2,3,CTI,myo,10,3,10,64,0.512,2.65322,5.814,5.045,5.399,5.597
0.2,3,CTI,myo,10,3,11,62,0.496,2.44912,5.739,4.86,5.177,5.298
0.2,3,CTI,myo,10,3,5,63,0.504,2.73366,5.885,5.069,5.477,5.596
0.2,3,CTI,myo,10,3,6,61,0.488,2.67101,5.83,5.182,5.491,5.622
0.2,3,CTI,myo,10,3,7,64,0.512,2.62598,5.846,5.059,5.442,5.587
0.2,3,CTI,myo,10,3,8,65,0.52,2.75269,5.928,5.062,5.44,5.611
0.2,3,CTI,myo,10,3,9,64,0.512,2.6636,5.838,5.126,5.524,5.639
0.2,3,CTI,myo,10,3,12,64,0.512,2.69954,5.828,5.048,5.451,5.564
0.2,3,CTI,myo,10,3,13,65,0.52,2.6019,5.905,5.046,5.471,5.578
0.2,3,CTI,myo,10,3,15,64,0.512,2.69712,6.014,5.057,5.452,5.64
0.2,3,CTI,myo,10,3,14,64,0.512,2.74366,5.779,5.107,5.469,5.575
0.2,3,CTI,pb,10,3,1,65,0.52,2.71249,5.813,4.898,5.368,5.487
0.2,3,CTI,pb,10,3,2,65,0.52,2.7169,5.829,4.957,5.352,5.534
0.2,3,CTI,pb,10,3,3,67,0.536,2.79978,5.849,4.973,5.408,5.506
0.2,3,CTI,pb,10,3,4,63,0.504,2.61351,5.909,4.994,5.329,5.509
0.2,3,CTI,pb,10,3,15,66,0.528,2.69532,5.899,4.894,5.332,5.571
0.2,3,CTI,pb,10,3,5,63,0.504,2.55749,5.856,4.932,5.396,5.531
0.2,3,CTI,pb,10,3,6,67,0.536,2.70062,5.889,4.935,5.308,5.503
0.2,3,CTI,pb,10,3,7,66,0.528,2.77243,5.894,4.892,5.346,5.505
0.2,3,CTI,pb,10,3,8,65,0.52,2.72859,5.871,4.902,5.396,5.575
0.2,3,CTI,pb,10,3,9,66,0.528,2.72033,5.939,4.908,5.385,5.518
0.2,3,CTI,pb,10,3,10,67,0.536,2.7505,5.859,4.941,5.364,5.546
0.2,3,CTI,pb,10,3,11,66,0.528,2.73443,5.782,4.971,5.335,5.518
0.2,3,CTI,pb,10,3,12,65,0.52,2.76533,5.919,4.882,5.385,5.587
0.2,3,CTI,pb,10,3,13,66,0.528,2.69626,5.927,4.934,5.324,5.503
0.2,3,CTI,pb,10,3,14,66,0.528,2.76507,5.919,4.947,5.346,5.467
0.2,2,UTI,myo,10,3,1,30,0.254237,0.886737,2.966,2.447,2.737,2.833
0.2,2,UTI,myo,10,3,2,30,0.254237,0.90511,2.953,2.424,2.754,2.84
0.2,2,UTI,myo,10,3,3,30,0.254237,0.861424,2.927,2.441,2.753,2.868
0.2,2,UTI,myo,10,3,4,29,0.245763,0.941,2.958,2.493,2.758,2.861
0.2,2,UTI,myo,10,3,5,29,0.245763,0.839703,2.926,2.365,2.739,2.83
0.2,2,UTI,myo,10,3,6,30,0.254237,0.811737,2.935,2.403,2.72,2.853
0.2,2,UTI,myo,10,3,7,27,0.228814,0.819568,2.966,2.41,2.746,2.842
0.2,2,UTI,myo,10,3,8,30,0.254237,1.00367,2.973,2.472,2.736,2.858
0.2,2,UTI,myo,10,3,9,30,0.254237,0.813788,2.989,2.433,2.748,2.849
0.2,2,UTI,myo,10,3,10,30,0.254237,0.809059,2.939,2.446,2.744,2.862
0.2,2,UTI,myo,10,3,11,30,0.254237,0.812619,2.927,2.398,2.748,2.84
0.2,2,UTI,myo,10,3,13,28,0.237288,0.928161,2.948,2.466,2.713,2.835
0.2,2,UTI,myo,10,3,12,28,0.237288,0.797364,2.955,2.411,2.75,2.85
0.2,2,UTI,myo,10,3,14,29,0.245763,0.815381,2.963,2.46,2.743,2.853
0.2,2,UTI,myo,10,3,15,30,0.254237,0.932339,2.938,2.437,2.749,2.842
0.2,2,UTI,pb,10,3,3,29,0.245763,0.761932,2.943,2.424,2.746,2.834
0.2,2,UTI,pb,10,3,2,30,0.254237,0.812602,2.978,2.417,2.763,2.863
0.2,2,UTI,pb,10,3,1,29,0.245763,0.783339,2.956,2.399,2.73,2.838
0.2,2,UTI,pb,10,3,4,29,0.245763,0.796475,2.933,2.437,2.754,2.825
0.2,2,UTI,pb,10,3,5,29,0.245763,0.78239,2.97,2.433,2.745,2.827
0.2,2,UTI,pb,10,3,6,30,0.254237,0.897542,2.99,2.483,2.767,2.849
0.2,2,UTI,pb,10,3,15,29,0.245763,0.794839,2.965,2.416,2.715,2.842
0.2,2,UTI,pb,10,3,7,30,0.254237,0.930449,2.934,2.43,2.73,2.839
0.2,2,UTI,pb,10,3,8,28,0.237288,0.811771,2.972,2.442,2.74,2.86
0.2,2,UTI,pb,10,3,9,29,0.245763,0.90361,2.919,2.462,2.735,2.843
0.2,2,UTI,pb,10,3,11,28,0.237288,0.765525,2.921,2.4,2.739,2.84
0.2,2,UTI,pb,10,3,10,29,0.245763,0.902619,2.965,2.456,2.74,2.838
0.2,2,UTI,pb,10,3,12,30,0.254237,0.829508,2.98,2.432,2.747,2.87
0.2,2,UTI,pb,10,3,13,30,0.254237,0.818008,2.992,2.434,2.753,2.849
0.2,2,UTI,pb,10,3,14,30,0.254237,0.897746,2.945,2.477,2.743,2.855
0.2,3,UTI,myo,10,3,2,58,0.491525,2.59056,5.91,5.279,5.672,5.808
0.2,3,UTI,myo,10,3,3,60,0.508475,2.71739,5.993,5.355,5.742,5.851
0.2,3,UTI,myo,10,3,1,58,0.491525,2.68471,5.973,5.291,5.718,5.832
0.2,3,UTI,myo,10,3,4,59,0.5,2.75237,5.952,5.244,5.712,5.84
0.2,3,UTI,myo,10,3,5,60,0.508475,2.66006,5.934,5.295,5.624,5.796
0.2,3,UTI,myo,10,3,6,57,0.483051,2.646,6.03,5.291,5.75,5.84
0.2,3,UTI,myo,10,3,7,59,0.5,2.86136,5.976,5.397,5.722,5.849
0.2,3,UTI,myo,10,3,8,58,0.491525,2.76941,5.958,5.359,5.803,5.879
0.2,3,UTI,myo,10,3,9,59,0.5,2.8916,6.031,5.197,5.732,5.817
0.2,3,UTI,myo,10,3,10,57,0.483051,2.64603,5.966,5.377,5.739,5.816
0.2,3,UTI,myo,10,3,11,59,0.5,2.63726,5.91,5.232,5.679,5.781
0.2,3,UTI,myo,10,3,12,58,0.491525,2.64694,6.017,5.345,5.693,5.826
0.2,3,UTI,myo,10,3,13,57,0.483051,2.56181,5.946,5.171,5.701,5.802
0.2,3,UTI,myo,10,3,14,59,0.5,2.79112,5.953,5.323,5.728,5.815
0.2,3,UTI,myo,10,3,15,60,0.508475,2.76613,5.936,5.29,5.681,5.788
0.2,3,UTI,pb,10,3,1,63,0.533898,2.79822,5.935,5.28,5.713,5.844
0.2,3,UTI,pb,10,3,4,62,0.525424,2.72604,6.004,5.247,5.704,5.868
0.2,3,UTI,pb,10,3,2,64,0.542373,2.82922,5.974,5.253,5.686,5.828
0.2,3,UTI,pb,10,3,8,62,0.525424,2.69255,5.927,5.245,5.655,5.833
0.2,3,UTI,pb,10,3,10,63,0.533898,2.60992,5.943,5.223,5.691,5.79
0.2,3,UTI,pb,10,3,12,60,0.508475,2.78526,5.988,5.328,5.695,5.847
